,Customer Name,Age,Name of Industry,Job title,Annual salary,Work experience,Gender,State,Category,Sub-Category,Product Name,Sales
627,Thomas Thornton,35-44,Pharmaceutical Development,"Director, Medical Affairs",230000,8 - 10 years,Woman,Washington,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,97.16
628,Lori Olson,35-44,Pharmaceutical Industry,Senior Research Associate II,96000,11 - 20 years,Man,California,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",15.24
629,Ken Dana,55-64,Pharmaceutical industry ,Sr. IT Business Analyst,93500,21 - 30 years,Woman,California,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",13.23
630,Nicole Brennan,55-64,Pharmaceutical Manufacturing,"Senior Specialist, Conformance",114000,31 - 40 years,Woman,Colorado,Office Supplies,Storage,Tennsco Regal Shelving Units,243.38400000000001
631,Brian Derr,25-34,Pharmaceutical Manufacturing ,Senior Nuclear  Manufacturing Specialist,68500,5-7 years,Woman,Colorado,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.80000000000001
632,Chris McAfee,35-44,Pharmaceutical R&D,Biostatistician,199900,21 - 30 years,Woman,Colorado,Technology,Phones,Jabra SPEAK 410,300.768
633,Edward Nazzal,35-44,Pharmaceutical research,Science writer (communications),90000,11 - 20 years,Woman,Florida,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",17.880000000000003
634,Kean Nguyen,45-54,Pharmaceutical research ,Investigator,120000,11 - 20 years,Woman,Florida,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",235.94400000000002
635,Bill Overfelt,45-54,Pharmaceutical research (chemist),Research Scientist II,64000,21 - 30 years,Woman,Georgia,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,392.93999999999994
636,Aleksandra Gannaway,35-44,Pharmaceutical/Biotech,Program Manager,160000,8 - 10 years,Woman,Colorado,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,18.882000000000005
637,Matthew Clasen,35-44,Pharmaceutical/biotechnology,"Director, Real-World Evidence",227500,11 - 20 years,Man,Colorado,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,122.328
638,Tom Ashbrook,35-44,Pharmaceutical/Contract Research Organization,Principal Project Data Manager,124000,21 - 30 years,Woman,California,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1049.2
639,Jason Fortune-,35-44,Pharmaceuticals,Regulatory affairs manager ,125000,5-7 years,Man,California,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,15.424000000000001
640,Tim Taslimi,35-44,Pharmaceuticals ,Principal Scientist,161000,21 - 30 years,Man,Minnesota,Furniture,Furnishings,Eldon 200 Class Desk Accessories,18.84
641,Sarah Bern,25-34,Pharmaceuticals / Biotech,Sr manager of insights,160000,8 - 10 years,Woman,California,Office Supplies,Storage,Economy Rollaway Files,330.4
642,Craig Leslie,35-44,Pharmaceuticals R&D,Investigator,106000,11 - 20 years,Woman,California,Office Supplies,Labels,Avery 480,26.25
643,Hunter Glantz,45-54,Pharmaceuticals/Biotechnology,"Director, Quality Assurance",194000,21 - 30 years,Woman,Michigan,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,132.52
644,Nancy Lomonaco,35-44,Pharmacuticals,Associate Director Project Management,160000,11 - 20 years,Woman,New Jersey,Office Supplies,Paper,Xerox 1993,6.48
645,Rick Reed,25-34,Philanthropy,Senior Program Support Associate,72000,2 - 4 years,Woman,Indiana,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",209.3
646,Toby Carlisle,35-44,Philanthropy ,Communications Specialist ,66500,8 - 10 years,Woman,Arizona,Office Supplies,Fasteners,Staples,31.560000000000002
647,Stewart Visinsky,45-54,Physical sciences,Associate Scientist IV,103000,11 - 20 years,Woman,Arizona,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,30.144000000000002
648,Bobby Elias,35-44,Planning,Transportation Planner,72000,11 - 20 years,Woman,Washington,Furniture,Furnishings,3M Hangers With Command Adhesive,14.8
649,Steve Carroll,25-34,Policy research,Sr Analyst,82000,5-7 years,Woman,Washington,Technology,Phones,AT&T TR1909W,302.376
650,David Flashing,25-34,political campaign,campaign manager,103000,5-7 years,Woman,Washington,Technology,Accessories,First Data FD10 PIN Pad,316.0
651,Fred Harton,18-24,Political Campaigning,Campaign Organizer,42000,1 year or less,Woman,New York,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",379.4
652,MaryBeth Skach,25-34,Political Campaigns,Senior Account Executive,78000,5-7 years,Woman,New York,Office Supplies,Paper,Xerox 1943,97.82
653,Ritsa Hightower,35-44,Political Consulting,Vice President,65000,11 - 20 years,Man,New York,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,103.12
654,George Ashbrook,18-24,Political consulting ,Junior Digital Associate,48000,2 - 4 years,Woman,Ohio,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,113.552
655,Julie Prescott,25-34,Political Research,Research Analyst,40000,2 - 4 years,Woman,Ohio,Office Supplies,Binders,Avery Durable Poly Binders,3.3180000000000005
656,Dean percer,25-34,Politics,Deputy C-level,105000,8 - 10 years,Woman,Ohio,Office Supplies,Envelopes,Airmail Envelopes,134.288
657,Michael Oakman,25-34,Politics/Campaigns,Deputy Research Director,69000,5-7 years,Woman,Illinois,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,701.372
658,Denise Leinenbach,25-34,Politics/Government Relations,Director of Federal Relations,108500,11 - 20 years,Woman,Illinois,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,2.3079999999999994
659,Michelle Huthwaite,35-44,Preclinical Research,Manager,82000,21 - 30 years,Woman,Texas,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",999.432
660,Daniel Raglin,25-34,Pre-primary education,Preschool Program Director,60000,8 - 10 years,Woman,Texas,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,724.08
661,Darrin Martin,35-44,Print / Mail,Programmer,87000,11 - 20 years,Woman,Texas,Furniture,Tables,Hon Racetrack Conference Tables,918.7849999999999
662,Carol Adams,25-34,Print Distributor ,Customer Service Manager,62500,8 - 10 years,Woman,Texas,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",2.7239999999999993
663,Anna Chung,35-44,Print publishing,Copyeditor,68500,11 - 20 years,Woman,New York,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",459.95
664,Denise Monton,35-44,Printing,Print Press Operator,40000,11 - 20 years,Woman,Kentucky,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",10.74
665,Vicky Freymann,45-54,"Private company, federal contractor ",Technical writer/editor,62000,21 - 30 years,Woman,Texas,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,23.76
666,Christopher Conant,35-44,Private Equity,Executive Assistant & Office Manager,75000,11 - 20 years,Woman,Texas,Office Supplies,Paper,Easy-staple paper,85.056
667,Beth Fritzler,45-54,Private Sector Emergency Management,Emergency Manager,115000,21 - 30 years,Woman,Texas,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,381.576
668,Harry Greene,45-54,Procurement,Sr. Analyst,43500,21 - 30 years,Man,Ohio,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",30.36
669,Becky Pak,35-44,Procurement/Sourcing/Operations ,Sourcing Project Manager,103000,11 - 20 years,Woman,Illinois,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,23.976000000000003
670,Eugene Moren,25-34,Product Management,Senior Product Manager,134125,5-7 years,Woman,Illinois,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",108.925
671,Michelle Arnett,25-34,Production and Manufacturing,Factory Quality Specialist,65000,8 - 10 years,Man,Illinois,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",36.352
672,Andy Yotov,25-34,Professional Association ,Marketing & Communications Manager,56500,5-7 years,Woman,Illinois,Office Supplies,Art,Newell 331,19.56
673,Giulietta Baptist,45-54,Professional Association in Finance,VP Membership and Programs,140000,21 - 30 years,Woman,Indiana,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,61.44
674,Julia Barnett,55-64,Professional Public Librarian,Reference Services,34500,11 - 20 years,Woman,Indiana,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",38.9
675,Michael Grace,25-34,Professional services,"Assistant Director, Brand, Marketing, and Communications",125000,11 - 20 years,Man,Indiana,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,99.39000000000001
676,Sharelle Roach,35-44,Professional services ,Human Resources manager,81600,11 - 20 years,Woman,Texas,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,2.6879999999999997
677,Joy Bell-,25-34,Professional services / architecture ,People coordinator ,78000,2 - 4 years,Woman,Texas,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",27.816000000000003
678,Dario Medina,25-34,Program management ,Program manager,83000,8 - 10 years,Woman,Texas,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",82.524
679,Tony Chapman,35-44,project management,Associate Project Manager,77625,11 - 20 years,Woman,Texas,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,182.99399999999997
680,Sean Wendt,25-34,project management ,project coordinator ,60000,11 - 20 years,Woman,New York,Office Supplies,Binders,Avery Hanging File Binders,14.352000000000002
681,Richard Eichhorn,45-54,Property Management,Office Manager,56784,21 - 30 years,Woman,New York,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96
682,Benjamin Farhat,65 or over,Property or Construction,Safety Director,104000,41 years or more,Man,New York,Office Supplies,Storage,Advantus Rolling Storage Box,68.6
683,Katrina Bavinger,25-34,Protective coatings,Manager,56000,11 - 20 years,Man,North Carolina,Technology,Machines,Cubify CubeX 3D Printer Triple Head Print,7999.98
684,Jason Gross,35-44,Psychologist,Psychologist,60000,8 - 10 years,Woman,North Carolina,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",167.44000000000003
685,Erin Creighton,35-44,Psychology,Licensed Clinical Psychologist,120000,11 - 20 years,Woman,Mississippi,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97
686,Eugene Barchas,25-34,Public affairs / PR ,"Manager, Gov’t and Community Strategy ",88000,5-7 years,Woman,Mississippi,Office Supplies,Labels,Avery 516,14.62
687,Jennifer Patt,35-44,Public health,HIV/STD/Viral Hepatitis Surveillance Program Manager,65949,11 - 20 years,Woman,Mississippi,Office Supplies,Paper,Xerox 1995,19.44
688,Cari Sayre,25-34,Public health ,Research fellow,55000,2 - 4 years,Woman,New York,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",191.984
689,Gary Hansen,25-34,Public health (not medical),Scientist II,65000,5-7 years,Woman,Virginia,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,104.01
690,Pete Takahito,25-34,Public health in higher education,Program Manager,67000,8 - 10 years,Woman,Virginia,Technology,Phones,Konftel 250 Conference phone - Charcoal black,284.82
691,Jack Lebron,35-44,Public Health Research,Research Scientist,118000,8 - 10 years,Woman,Virginia,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,36.839999999999996
692,Aaron Hawkins,25-34,Public Health- state level,Emergency preparedness coordinator,71989,2 - 4 years,Woman,California,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,166.24
693,Cindy Chapman,35-44,"Public Health, local government",Health Officer,127000,11 - 20 years,Woman,California,Office Supplies,Paper,Xerox 1977,33.4
694,David Wiener,25-34,Public Librarian,Librarian,41800,5-7 years,Woman,Pennsylvania,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",198.27200000000002
695,Sarah Jordon,25-34,Public Libraries,Electronic Resources/Emerging Technologies Librarian,54511,5-7 years,Woman,Pennsylvania,Office Supplies,Labels,Avery 490,47.36000000000001
696,Bruce Geld,35-44,public libraries ,Central Reference Manager ,61157,11 - 20 years,Woman,Pennsylvania,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.98400000000004
697,Laurel Beltran,25-34,Public Library,Teen Librarian ,44500,5-7 years,Woman,Pennsylvania,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",97.69600000000001
698,Candace McMahon,25-34,Public library ,Head of Youth Services,49500,5-7 years,Woman,Pennsylvania,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",2.696
699,Evan Henry,35-44,"Public Library (might be considered Government, but that always seems an odd designation...)",Assistant Library Director,65000,11 - 20 years,Woman,Pennsylvania,Office Supplies,Binders,GBC Linen Binding Covers,18.588000000000005
700,Tony Sayre,25-34,"Public Library (Non-profit, but also government?)",Young Adult Librarian,62000,11 - 20 years,Woman,Pennsylvania,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,4.896000000000001
701,Patrick Ryan,45-54,Public Library (technically City Govt.?) ,Administrative Librarian,76302,21 - 30 years,Woman,Ohio,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",15.072000000000003
702,Liz Carlisle,35-44,Public Opinion Research,Associate Director,100000,11 - 20 years,Woman,Washington,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",209.88
703,Cindy Schnelling,25-34,Public Policy,Research Analyst,50160,2 - 4 years,Woman,California,Furniture,Tables,Laminate Occasional Tables,369.91200000000003
704,Dave Hallsten,25-34,Public safety,Field Service Admin,35360,5-7 years,Woman,North Carolina,Office Supplies,Paper,Xerox 220,10.368000000000002
705,Jack O'Briant,25-34,Public safety ,Telecommunicator IV,82550,8 - 10 years,Man,North Carolina,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,166.84
706,Anna Häberlin,25-34,Public/Environmental Health,Public Health Communication Specialist,47000,1 year or less,Man,North Carolina,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,15.216000000000001
707,Heather Jas,55-64,Public/Research Library,Metadata Specialist II,72000,21 - 30 years,Woman,New York,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,119.96
708,Mark Hamilton,25-34,Publications,Publications Manager/Managing Editor,81000,5-7 years,Woman,New York,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,883.92
709,Russell D'Ascenzo,25-34,Publishing,Publishing Assistant,33000,2 - 4 years,Woman,New York,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",46.72
710,Sam Craven,35-44,Publishing ,Editorial Assistant ,37000,5-7 years,Woman,New York,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48
711,Stephanie Ulpright,35-44,Publishing (academic),Indexer,52000,11 - 20 years,Woman,Florida,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",24.448
712,Fred Chung,35-44,"Publishing, content as a service",Content Editor,57500,11 - 20 years,Woman,New York,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,281.34000000000003
713,Randy Bradley,45-54,publishing/edtech,Senior Digital Marketing Specialist,69000,21 - 30 years,Woman,New York,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,307.98
714,Nick Crebassa,45-54,"Publishing: Science, Academic, Technical ",Production Specialist,81500,21 - 30 years,Woman,New York,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,299.96999999999997
715,Darren Budd,25-34,Purchasing,Associate category manager,86200,8 - 10 years,Man,Washington,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,19.92
716,Maureen Fritzler,25-34,Purchasing ,Demand Planner,55000,2 - 4 years,Man,Delaware,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94
717,Roland Murray,25-34,Quality Assurance,Laboratory Manager,38700,2 - 4 years,Woman,Ohio,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",103.05599999999998
718,Vivian Mathis,35-44,R&D,Senior manager,160000,21 - 30 years,Woman,Utah,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,59.80800000000001
719,Ed Jacobs,25-34,R&D in Manufacturing,R&D Project Manager,60000,2 - 4 years,Woman,Utah,Furniture,Furnishings,Aluminum Document Frame,73.32000000000001
720,Nathan Cano,45-54,Real Estate,Senior Property Manager,90000,31 - 40 years,Woman,California,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,146.82
721,Lycoris Saunders,18-24,real estate ,Executive Assistant,67000,1 year or less,Man,Michigan,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1652.94
722,Katrina Edelman,25-34,Real Estate Affordable Housing,Director of Marketing & Compliance,120000,11 - 20 years,Woman,Michigan,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",296.37
723,Duane Huffman,25-34,Real Estate Association ,Social Media Coordinator,47000,5-7 years,Woman,Pennsylvania,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",129.92
724,Peter Fuller,35-44,Real Estate Corp. Office/not a Realtor,Project Manager,55000,21 - 30 years,Woman,Florida,Office Supplies,Supplies,Acme Softgrip Scissors,45.584
725,Valerie Takahito,25-34,Real Estate customer care,Client Experience Specialist/Operations Manager,50000,11 - 20 years,Woman,Texas,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",17.568
726,Maureen Gnade,35-44,Real Estate Development,Senior Vice President,155000,11 - 20 years,Man,Texas,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,55.992
727,Susan Pistek,35-44,Real Estate Investment,Associate - Financial Reporting,73000,8 - 10 years,Man,New York,Office Supplies,Paper,Xerox 1964,182.72
728,Charles Sheldon,35-44,Real Estate Investment Support,Operations,63000,8 - 10 years,Woman,New York,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",400.032
729,Dana Kaydos,55-64,Real estate servicea,PM Commercial property consultant,70000,21 - 30 years,Woman,New York,Office Supplies,Storage,"Personal Folder Holder, Ebony",33.63
730,Khloe Miller,25-34,Real estate services,Title Review Attorney,47500,8 - 10 years,Woman,New York,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",542.646
731,Anna Andreadi,45-54,Real estate software,Senior Product Manager,114000,21 - 30 years,Woman,New York,Office Supplies,Labels,Avery 520,6.3
732,Dorothy Dickinson,25-34,Real Estate Title Company,Title Processor,47445,8 - 10 years,Woman,Washington,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94
733,Amy Hunt,18-24,Real estate valuation,Analyst II,62000,2 - 4 years,Woman,Washington,Technology,Accessories,Logitech Illuminated - Keyboard,179.97
734,Tracy Poddar,35-44,Real Estate/ Mortgage ,Refinance Escrow Closer,47008,11 - 20 years,Woman,Washington,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,99.696
735,Eileen Kiefer,25-34,Real Estate/Development,Asset Manager,65000,8 - 10 years,Man,Washington,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,27.936000000000003
736,Cyra Reiten,25-34,Real estate: title & escrow,Title Assistant,38563,5-7 years,Woman,Washington,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,84.98
737,Susan Gilcrest,45-54,Real World Evidence (data for pharma research),Offering Manager,181290,21 - 30 years,Woman,Washington,Office Supplies,Binders,Acco Translucent Poly Ring Binders,18.72
738,Angele Hood,25-34,Recruitment or HR,Talent Acquisition Specialist,66000,2 - 4 years,Woman,California,Technology,Accessories,Logitech Wireless Touch Keyboard K400,49.98
739,Neil Französisch,35-44,Regulatory Affairs,Regulatory Affairs Specialist,75000,11 - 20 years,Woman,Illinois,Office Supplies,Labels,Avery 508,11.784
740,Bill Shonely,25-34,Regulatory Affairs- nutraceuticals ,Regulatory Affairs Supervisor,70980,11 - 20 years,Woman,Illinois,Office Supplies,Storage,SAFCO Boltless Steel Shelving,272.736
741,Stefanie Holloman,35-44,Religion,Minister,100000,11 - 20 years,Man,Illinois,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,3.539999999999999
742,Roger Demir,45-54,Religion ,Clergy,58000,21 - 30 years,Woman,Texas,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,51.52000000000001
743,Alex Grayson,25-34,Religion/church,Director of Music & Worship,54000,11 - 20 years,Woman,Texas,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",3.5280000000000005
744,Georgia Rosenberg,35-44,Religious,Minister of worship,53000,11 - 20 years,Man,Texas,Office Supplies,Paper,Xerox 196,4.6240000000000006
745,Vivek Sundaresam,55-64,Religious (church),Congregational Administrator,49500,31 - 40 years,Woman,Texas,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",55.168
746,Tony Molinari,25-34,Religious (synagogue),Office Manager,62400,5-7 years,Woman,California,Furniture,Tables,KI Conference Tables,567.12
747,Tom Stivers,35-44,religious educator,Director of Lifespan Faith Development,31200,21 - 30 years,Woman,California,Office Supplies,Storage,Fellowes Officeware Wire Shelving,359.32
748,Dennis Bolton,25-34,Religious institute,Media specialist,32000,8 - 10 years,Woman,Illinois,Technology,Phones,Belkin iPhone and iPad Lightning Cable,11.992
749,Nick Radford,45-54,Religious institution,Office administrator,54080,11 - 20 years,Woman,Michigan,Office Supplies,Binders,GBC Durable Plastic Covers,58.050000000000004
750,Cari Schnelling,35-44,Renewable energy,Operations Manager,127500,11 - 20 years,Woman,Michigan,Furniture,Furnishings,Nu-Dell Leatherette Frames,157.74
751,Monica Federle,45-54,Renewable Energy ,"Head of HR, Americas",170000,21 - 30 years,Woman,Michigan,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",56.980000000000004
752,Liz Willingham,35-44,Renewable Energy Development,Director of Business Development,170000,11 - 20 years,Woman,Michigan,Office Supplies,Binders,Avery Durable Binders,2.88
753,Alex Russell,35-44,Repair facility for heavy duty trucks,Assistant Service Manager,65000,11 - 20 years,Woman,California,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,1199.976
754,Karen Seio,45-54,Research,Senior scientist,71000,11 - 20 years,Woman,California,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,79.92
755,Aaron Bergman,25-34,Research ,"Associate Director, Learning and Development ",87000,5-7 years,Woman,Florida,Furniture,Tables,Chromcraft Round Conference Tables,383.438
756,Lisa Ryan,35-44,Research - academic,Research Assistant Professor,66000,8 - 10 years,Man,Minnesota,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,24.56
757,Shahid Shariari,25-34,Research - Public Health,Program Manager,76000,2 - 4 years,Woman,Minnesota,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.8
758,Jill Matthias,35-44,Research & Development,Senior Chemist,75000,11 - 20 years,Woman,New York,Office Supplies,Binders,Angle-D Ring Binders,13.128
759,Jason Klamczynski,25-34,Research & Development ,Senior research associate ,65000,5-7 years,Woman,Wisconsin,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72
760,Don Miller,55-64,Research & Development (Defense Industry),Graphic Design,90000,41 years or more,Woman,California,Office Supplies,Paper,Xerox 226,58.32000000000001
761,Muhammed Lee,35-44,Research & Development (Physical Sciences),Staff Research Scientist,130000,21 - 30 years,Woman,Georgia,Office Supplies,Labels,Avery 476,12.39
762,Marc Harrigan,35-44,Research Administration,Research Administrator,53000,11 - 20 years,Woman,Ohio,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,107.982
763,Frank Carlisle,25-34,Research and development,Chemist,58000,11 - 20 years,Woman,Louisiana,Office Supplies,Envelopes,Staple envelope,11.36
764,Thea Hudgings,35-44,Research and Development Academia,Research Scientist 3,74500,11 - 20 years,Woman,Louisiana,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,50.94
765,Juliana Krohn,25-34,"Research and Development, Food and Beverage ",Associate Scientist,50000,5-7 years,Woman,Louisiana,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,646.74
766,Sarah Brown,35-44,Research and Evaluation,Senior Researcher,115000,11 - 20 years,Woman,Louisiana,Office Supplies,Binders,3-ring staple pack,5.64
767,Barry Gonzalez,25-34,Research at a National Laboratory,Research Scientist,90000,2 - 4 years,Woman,Louisiana,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,572.58
768,Barry Weirich,35-44,Research at a State University,Senior Research Specialist,55000,11 - 20 years,Man,Florida,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,310.88000000000005
769,Mitch Gastineau,25-34,Research Science,Postdoctoral Associate,58500,2 - 4 years,Woman,Virginia,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,641.96
770,Doug O'Connell,55-64,"Research Scientist, Pharma",Principal Research Scientist,175000,31 - 40 years,Woman,Iowa,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,18.28
771,Barry Pond,25-34,Research/Social Science,Researcher,110000,5-7 years,Woman,Iowa,Technology,Phones,AT&T 841000 Phone,207.0
772,Trudy Schmidt,18-24,Restaurant,Line Cook,15080,2 - 4 years,Woman,Iowa,Office Supplies,Binders,GBC Instant Report Kit,32.35
773,Evan Minnotte,25-34,Restaurant ,Service Manager,55000,8 - 10 years,Woman,Iowa,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,7.71
774,Anthony O'Donnell,45-54,Restaurant Group ,Corp HR / Payroll / Benefits,63000,21 - 30 years,Woman,Iowa,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,40.3
775,Mark Haberlin,18-24,Restaurant/Food Service,Barista,35360,2 - 4 years,Woman,Iowa,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",34.580000000000005
776,Shirley Schmidt,25-34,Restaurant/Service,Sr Data Analyst,107000,8 - 10 years,Woman,Ohio,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",32.76
777,Lela Donovan,25-34,Restaurants & Hospitality,CRM Marketing Manager,118000,5-7 years,Woman,California,Furniture,Chairs,Hon GuestStacker Chair,544.008
778,Victoria Pisteka,35-44,restoration,independent consulting botanist,184000,11 - 20 years,Woman,California,Office Supplies,Paper,Xerox 191,59.94
779,Theresa Coyne,35-44,Retail,Fulfillment Expert,31200,11 - 20 years,Woman,California,Office Supplies,Paper,Xerox 1974,23.92
780,Ionia McGrath,25-34,Retail call center ,Customer Service Supervisor ,55000,11 - 20 years,Woman,California,Office Supplies,Paper,Xerox 1927,4.28
781,Anemone Ratner,25-34,Retail mid level management,"General Manager, Inventory Manager",36000,11 - 20 years,Woman,Ohio,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,32.07
782,Craig Molinari,25-34,Retail pharmacy,Pharmacy Contracting Manager,102924,11 - 20 years,Woman,Ohio,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,24.0
